date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:59:51	2378/2378	---MCZ	200	added ('OK')	text/css	date:Mon,%2001%20Feb%202021%2018:31:12%20GMT	http://khongvanduong.com/public/landing-2/css/snowflake.css	C:/My%20Web%20Sites/LeTrongBinh/khongvanduong.com/public/landing-2/css/snowflake.css	(from http://khongvanduong.com/landing-2.html)
16:59:52	981/981	---M--	200	added ('OK')	application/javascript	date:Mon,%2025%20Oct%202021%2011:48:30%20GMT	http://khongvanduong.com/public/landing-2/js/custom.js	C:/My%20Web%20Sites/LeTrongBinh/khongvanduong.com/public/landing-2/js/custom.js	(from http://khongvanduong.com/landing-2.html)
16:59:53	1055/1055	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2019%20Oct%202021%2016:35:56%20GMT	http://khongvanduong.com/public/shared/js/loader.js	C:/My%20Web%20Sites/LeTrongBinh/khongvanduong.com/public/shared/js/loader.js	(from http://khongvanduong.com/landing-2.html)
16:59:54	1187/1187	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2019%20Oct%202021%2016:08:20%20GMT	http://khongvanduong.com/public/shared/js/block.js	C:/My%20Web%20Sites/LeTrongBinh/khongvanduong.com/public/shared/js/block.js	(from http://khongvanduong.com/landing-2.html)
16:59:54	2317/2317	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2019%20Oct%202021%2016:08:42%20GMT	http://khongvanduong.com/public/shared/js/heart.js	C:/My%20Web%20Sites/LeTrongBinh/khongvanduong.com/public/shared/js/heart.js	(from http://khongvanduong.com/landing-2.html)
16:59:54	89476/89476	---M--	200	added ('OK')	text/javascript	date:Fri,%2008%20May%202020%2007:05:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.js	C:/My%20Web%20Sites/LeTrongBinh/ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.js	(from http://khongvanduong.com/landing-2.html)
16:59:54	2046/2046	---M--	200	added ('OK')	image/png	etag:%2261851558-7fe%22	https://cdn.000webhost.com/000webhost/logo/footer-powered-by-000webhost-white2.png	C:/My%20Web%20Sites/LeTrongBinh/cdn.000webhost.com/000webhost/logo/footer-powered-by-000webhost-white2.png	(from http://khongvanduong.com/landing-2.html)
16:59:56	721/721	---M--	200	added ('OK')	image/png	etag:%2278d6b6f9b57cd2c64d0df7f8af74f98d%22	https://i.imgur.com/5v5M8gh.png	C:/My%20Web%20Sites/LeTrongBinh/i.imgur.com/5v5M8gh.png	(from http://khongvanduong.com/public/shared/css/mouse.css)
16:59:57	1496/1496	---M--	200	added ('OK')	image/png	etag:%222a0cec0905a2341a33ba02eea0f00152%22	https://i.imgur.com/IXULuQ1.png	C:/My%20Web%20Sites/LeTrongBinh/i.imgur.com/IXULuQ1.png	(from http://khongvanduong.com/public/shared/css/mouse.css)
17:00:02	194570/194570	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Oct%202021%2015:12:50%20GMT	http://khongvanduong.com/public/shared/img/background.jpg	C:/My%20Web%20Sites/LeTrongBinh/khongvanduong.com/public/shared/img/background.jpg	(from http://khongvanduong.com/public/landing-2/css/page-skin-1.css)
